Cuanexo,Submodalidad
900006700,Nivel inicial
900006700,Primaria
900006800,Secundaria
900006900,Primaria
900007100,No Universitario
900007400,Nivel inicial
900007400,Primaria
900007500,Nivel inicial
900007500,Primaria
900007600,Nivel inicial
900007600,Primaria
900007600,Secundaria
900007800,Secundaria
900008000,Nivel inicial
900008000,Primaria
900008200,Nivel inicial
900008200,Primaria
900008300,Primaria
900008400,Nivel inicial
900008400,Primaria
900008400,Secundaria
900008500,Nivel inicial
900008500,Primaria
900008600,Nivel inicial
900008600,Primaria
900008700,Secundaria
900008900,Nivel inicial
900008900,Primaria
900009000,Nivel inicial
900009000,Primaria
900009100,Nivel inicial
900009100,Primaria
900009300,Nivel inicial
900009300,Primaria
900009300,Secundaria
900009400,Nivel inicial
900009400,Primaria
900009700,Nivel inicial
900009700,Primaria
900009800,Nivel inicial
900009800,Primaria
900010000,Nivel inicial
900010000,Primaria
900010100,Nivel inicial
900010100,Primaria
900010200,Nivel inicial
900010200,Primaria
900010300,Nivel inicial
900010300,Primaria
900010500,Primaria
900010600,Nivel inicial
900010600,Primaria
900010700,Nivel inicial
900010700,Primaria
900010700,Secundaria
900010900,Nivel inicial
900010900,Primaria
900011200,Nivel inicial
900011200,Primaria
900011300,Nivel inicial
900011300,Primaria
900011400,Secundaria
900011500,Primaria
900011700,Nivel inicial
900011700,Primaria
900011700,Secundaria
900011800,Nivel inicial
900011800,Primaria
900011900,Nivel inicial
900011900,Primaria
900012000,Nivel inicial
900012000,Primaria
900012100,Primaria
900012200,Nivel inicial
900012200,Primaria
900012300,Nivel inicial
900012300,Primaria
900012400,Nivel inicial
900012400,Primaria
900012500,Nivel inicial
900012500,Primaria
900012600,Nivel inicial
900012600,Primaria
900012600,Secundaria
900012700,Nivel inicial
900012700,Primaria
900012900,Nivel inicial
900012900,Primaria
900012900,Secundaria
900013000,Nivel inicial
900013000,Primaria
900013100,Nivel inicial
900013100,Primaria
900013300,Nivel inicial
900013300,Primaria
900013400,Nivel inicial
900013400,Primaria
900013500,Nivel inicial
900013500,Primaria
900013600,Nivel inicial
900013600,Primaria
900013700,Nivel inicial
900013700,Primaria
900013900,Secundaria
900014000,Nivel inicial
900014000,Primaria
900014100,Primaria
900014200,Nivel inicial
900014200,Primaria
900014300,Nivel inicial
900014300,Primaria
900014400,Nivel inicial
900014400,Primaria
900014500,Primaria
900014600,Nivel inicial
900014600,Primaria
900014700,Nivel inicial
900014700,Primaria
900014800,Nivel inicial
900014800,Primaria
900014900,Nivel inicial
900014900,Primaria
900015000,Secundaria
900015100,Nivel inicial
900015100,Primaria
900015200,Nivel inicial
900015200,Primaria
900015300,Nivel inicial
900015300,Primaria
900015500,Nivel inicial
900015500,Primaria
900015600,Nivel inicial
900015600,Primaria
900015600,Secundaria
900015700,Nivel inicial
900015700,Primaria
900015800,Nivel inicial
900015800,Primaria
900015900,Nivel inicial
900015900,Primaria
900016000,Nivel inicial
900016000,Primaria
900016300,Primaria
900016400,Nivel inicial
900016400,Primaria
900016600,Secundaria
900017000,Nivel inicial
900017000,Primaria
900017100,Nivel inicial
900017100,Primaria
900017200,Primaria
900017300,No Universitario
900017400,Primaria
900017500,Nivel inicial
900017500,Primaria
900017900,Nivel inicial
900017900,Primaria
900018000,Nivel inicial
900018000,Primaria
900018100,Nivel inicial
900018100,Primaria
900018100,Secundaria
900018200,Nivel inicial
900018200,Primaria
900018300,No Universitario
900018700,Nivel inicial
900018700,Primaria
900018800,Nivel inicial
900018800,Primaria
900018900,Nivel inicial
900018900,Primaria
900019000,Nivel inicial
900019000,Primaria
900019100,Nivel inicial
900019100,Primaria
900019200,Nivel inicial
900019200,Primaria
900019200,Secundaria
900019400,Nivel inicial
900019400,Primaria
900019500,Nivel inicial
900019500,Primaria
900019600,Nivel inicial
900019600,Primaria
900019700,Nivel inicial
900019700,Primaria
900019800,Nivel inicial
900019800,Primaria
900019900,Nivel inicial
900019900,Primaria
900020000,Nivel inicial
900020000,Primaria
900020100,Nivel inicial
900020100,Primaria
900020200,Nivel inicial
900020200,Primaria
900020200,Secundaria
900020300,Nivel inicial
900020300,Primaria
900020400,Nivel inicial
900020400,Primaria
900020400,Secundaria
900020500,Nivel inicial
900020500,Primaria
900020700,Nivel inicial
900020700,Primaria
900021000,Secundaria
900021200,Nivel inicial
900021200,Primaria
900021300,Nivel inicial
900021400,Primaria
900021500,Nivel inicial
900021500,Primaria
900021600,Nivel inicial
900021600,Primaria
900021700,Nivel inicial
900021700,Primaria
900021700,Secundaria
900021800,Nivel inicial
900021800,Primaria
900021800,Secundaria
900022000,Nivel inicial
900022000,Primaria
900022200,Nivel inicial
900022200,Primaria
900022300,Primaria
900022500,Primaria
900022700,Nivel inicial
900022700,Primaria
900022800,Nivel inicial
900022800,Primaria
900022900,Nivel inicial
900022900,Primaria
900022900,Secundaria
900023000,Nivel inicial
900023000,Primaria
900023000,Secundaria
900023100,Nivel inicial
900023100,Primaria
900023200,Nivel inicial
900023200,Primaria
900023200,Secundaria
900023300,Nivel inicial
900023300,Primaria
900023400,Nivel inicial
900023400,Primaria
900023400,Secundaria
900023500,Nivel inicial
900023500,Primaria
900023500,Secundaria
900023600,Primaria
900023700,Nivel inicial
900023700,Primaria
900023800,Nivel inicial
900023800,Primaria
900023800,Secundaria
900023900,Nivel inicial
900023900,Primaria
900024000,Nivel inicial
900024100,Nivel inicial
900024100,Primaria
900024100,Secundaria
900024300,Nivel inicial
900024300,Primaria
900024400,Nivel inicial
900024400,Primaria
900024500,Nivel inicial
900024500,Primaria
900024600,Nivel inicial
900024600,Primaria
900024600,Secundaria
900024700,Nivel inicial
900024700,Primaria
900024800,Nivel inicial
900024800,Primaria
900024900,Nivel inicial
900024900,Primaria
900024900,Secundaria
900025000,Nivel inicial
900025000,Primaria
900025100,Nivel inicial
900025100,Primaria
900025200,Nivel inicial
900025200,Primaria
900025200,Secundaria
900025300,Nivel inicial
900025300,Primaria
900025700,Nivel inicial
900025700,Primaria
900025700,Secundaria
900025800,Nivel inicial
900025800,Primaria
900025800,Secundaria
900025900,Nivel inicial
900025900,Primaria
900026000,Nivel inicial
900026000,Primaria
900026100,Nivel inicial
900026100,Primaria
900026200,Nivel inicial
900026200,Primaria
900026300,Nivel inicial
900026300,Primaria
900026400,Nivel inicial
900026400,Primaria
900026500,Nivel inicial
900026500,Primaria
900026500,Secundaria
900026600,Nivel inicial
900026600,Primaria
900026700,Primaria
900026800,Nivel inicial
900026800,Primaria
900026800,Secundaria
900026900,Primaria
900026900,Secundaria
900027000,Primaria
900027100,Nivel inicial
900027100,Primaria
900027200,Nivel inicial
900027200,Primaria
900027200,Secundaria
900027300,Nivel inicial
900027300,Primaria
900027400,Nivel inicial
900027400,Primaria
900027700,Nivel inicial
900027700,Primaria
900027800,Nivel inicial
900027800,Primaria
900027900,Nivel inicial
900027900,Primaria
900027900,Secundaria
900028000,Nivel inicial
900028000,Primaria
900028100,Nivel inicial
900028100,Primaria
900028200,Nivel inicial
900028200,Primaria
900028300,Nivel inicial
900028300,Primaria
900028400,Nivel inicial
900028400,Primaria
900028500,Nivel inicial
900028500,Primaria
900028600,Nivel inicial
900028600,Primaria
900028700,Nivel inicial
900028700,Primaria
900028800,Nivel inicial
900028800,Primaria
900028900,Nivel inicial
900028900,Primaria
900029000,Nivel inicial
900029000,Primaria
900029100,Nivel inicial
900029100,Primaria
900029200,Nivel inicial
900029200,Primaria
900029200,Secundaria
900029300,Nivel inicial
900029300,Primaria
900029300,Secundaria
900029400,Nivel inicial
900029400,Primaria
900029500,Nivel inicial
900029500,Primaria
900029600,Nivel inicial
900029600,Primaria
900029800,Nivel inicial
900029800,Primaria
900029900,Nivel inicial
900029900,Primaria
900030000,Primaria
900030100,Primaria
900030200,Nivel inicial
900030200,Primaria
900030200,Secundaria
900030300,Nivel inicial
900030300,Primaria
900030300,Secundaria
900030500,Nivel inicial
900030500,Primaria
900030500,Secundaria
900030600,Nivel inicial
900030600,Primaria
900030700,Nivel inicial
900030700,Primaria
900030800,Secundaria
900031100,Nivel inicial
900031100,Primaria
900031200,Nivel inicial
900031200,Primaria
900031300,Nivel inicial
900031300,Primaria
900031400,Nivel inicial
900031400,Primaria
900031400,Secundaria
900031500,Nivel inicial
900031500,Primaria
900031500,Secundaria
900031600,Nivel inicial
900031600,Primaria
900031700,Nivel inicial
900031700,Primaria
900031800,Nivel inicial
900031800,Primaria
900031900,Secundaria
900032000,Nivel inicial
900032000,Primaria
900032100,Nivel inicial
900032100,Primaria
900032100,Secundaria
900032200,Nivel inicial
900032200,Primaria
900032200,Secundaria
900032300,Nivel inicial
900032300,Primaria
900032300,Secundaria
900032400,Nivel inicial
900032400,Primaria
900032500,Nivel inicial
900032500,Primaria
900032500,Secundaria
900032600,Nivel inicial
900032600,Primaria
900032700,Nivel inicial
900032700,Primaria
900032800,Nivel inicial
900032800,Primaria
900032800,Secundaria
900032900,Nivel inicial
900032900,Primaria
900033000,Nivel inicial
900033000,Primaria
900033100,Nivel inicial
900033100,Primaria
900033200,Nivel inicial
900033200,Primaria
900033300,Nivel inicial
900033300,Primaria
900033400,Nivel inicial
900033400,Primaria
900033500,Nivel inicial
900033500,Primaria
900033600,Nivel inicial
900033600,Primaria
900033700,Nivel inicial
900033700,Primaria
900033800,Nivel inicial
900033800,Primaria
900034000,No Universitario
900034100,Secundaria
900034200,Nivel inicial
900034200,Primaria
900034200,Secundaria
900034300,Nivel inicial
900034300,Primaria
900034300,Secundaria
900034400,Nivel inicial
900034400,Primaria
900034500,Nivel inicial
900034500,Primaria
900034600,Secundaria
900034700,Primaria
900034800,Primaria
900034900,Nivel inicial
900034900,Primaria
900035000,Nivel inicial
900035000,Primaria
900035000,Secundaria
900035100,Nivel inicial
900035100,Primaria
900035100,Secundaria
900035100,No Universitario
900035200,Nivel inicial
900035200,Primaria
900035300,Secundaria
900035400,Primaria
900035500,Primaria
900035600,Nivel inicial
900035600,Primaria
900035600,Secundaria
900035700,Nivel inicial
900035700,Primaria
900035800,Nivel inicial
900035800,Primaria
900035900,Nivel inicial
900035900,Primaria
900036000,Nivel inicial
900036000,Primaria
900036100,Nivel inicial
900036100,Primaria
900036300,Nivel inicial
900036300,Primaria
900036400,Secundaria
900036600,No Universitario
900036700,Primaria
900036800,Secundaria
900037000,Nivel inicial
900037000,Primaria
900037200,Secundaria
900037400,Nivel inicial
900037400,Primaria
900037500,Nivel inicial
900037600,Nivel inicial
900037600,Primaria
900037700,Nivel inicial
900037700,Primaria
900037900,Nivel inicial
900037900,Primaria
900038000,Secundaria
900038100,Secundaria
900038100,No Universitario
900038200,Nivel inicial
900038200,Primaria
900038500,Nivel inicial
900038600,Nivel inicial
900038600,Primaria
900038900,Secundaria
900039100,Primaria
900039200,Secundaria
900039300,Primaria
900039400,Secundaria
900039500,Nivel inicial
900039500,Primaria
900039700,Secundaria
900039800,Nivel inicial
900039800,Primaria
900039900,Nivel inicial
900039900,Primaria
900040000,Nivel inicial
900040000,Primaria
900040100,Primaria
900040200,Nivel inicial
900040200,Primaria
900040200,Secundaria
900040300,Nivel inicial
900040300,Primaria
900040400,Nivel inicial
900040400,Primaria
900040500,Nivel inicial
900040500,Primaria
900040600,Nivel inicial
900040600,Primaria
900040700,Nivel inicial
900040700,Primaria
900040800,Nivel inicial
900040800,Primaria
900040900,Nivel inicial
900040900,Primaria
900041000,Nivel inicial
900041000,Primaria
900041000,Secundaria
900041200,Nivel inicial
900041200,Primaria
900041300,Secundaria
900041400,Nivel inicial
900041400,Primaria
900041500,Secundaria
900041600,Nivel inicial
900041600,Primaria
900041700,Nivel inicial
900041700,Primaria
900041800,Primaria
900041900,Nivel inicial
900041900,Primaria
900042100,Nivel inicial
900042100,Primaria
900042200,Primaria
900042300,Nivel inicial
900042300,Primaria
900042500,Secundaria
900042600,Primaria
900042700,Nivel inicial
900042700,Primaria
900042800,Secundaria
900042900,Nivel inicial
900042900,Primaria
900043000,Nivel inicial
900043000,Primaria
900043100,Nivel inicial
900043100,Primaria
900043200,Nivel inicial
900043200,Primaria
900043300,Nivel inicial
900043300,Primaria
900043300,Secundaria
900043400,Secundaria
900043500,Nivel inicial
900043500,Primaria
900043600,Nivel inicial
900043600,Primaria
900043600,Secundaria
900043700,Secundaria
900043800,Nivel inicial
900043800,Primaria
900043900,Nivel inicial
900043900,Primaria
900044000,Nivel inicial
900044000,Primaria
900044000,Secundaria
900044200,Nivel inicial
900044200,Primaria
900044400,Nivel inicial
900044500,Nivel inicial
900044500,Primaria
900044600,Nivel inicial
900044600,Primaria
900044700,Primaria
900044800,Secundaria
900045100,Nivel inicial
900045100,Primaria
900045200,Nivel inicial
900045200,Primaria
900045300,Nivel inicial
900045300,Primaria
900045500,Nivel inicial
900045500,Primaria
900045600,Nivel inicial
900045600,Primaria
900045700,Nivel inicial
900045700,Primaria
900045700,Secundaria
900045800,Nivel inicial
900045800,Primaria
900045800,Secundaria
900046000,Nivel inicial
900046000,Primaria
900046200,Nivel inicial
900046200,Primaria
900046300,Nivel inicial
900046300,Primaria
900046300,Secundaria
900046400,Nivel inicial
900046400,Primaria
900046400,Secundaria
900046600,Nivel inicial
900046600,Primaria
900046700,Nivel inicial
900046700,Primaria
900046800,Nivel inicial
900046800,Primaria
900046900,Secundaria
900047100,Nivel inicial
900047100,Primaria
900047200,Nivel inicial
900047200,Primaria
900047300,Nivel inicial
900047300,Primaria
900047400,Nivel inicial
900047400,Primaria
900047500,Secundaria
900047600,Nivel inicial
900047600,Primaria
900047700,Nivel inicial
900047700,Primaria
900047700,Secundaria
900047800,Nivel inicial
900047800,Primaria
900047900,Nivel inicial
900047900,Primaria
900048000,Nivel inicial
900048000,Primaria
900048100,Nivel inicial
900048100,Primaria
900048200,Nivel inicial
900048200,Primaria
900048300,Nivel inicial
900048300,Primaria
900048400,Primaria
900048500,Nivel inicial
900048500,Primaria
900048600,Nivel inicial
900048600,Primaria
900048600,Secundaria
900048700,Nivel inicial
900048700,Primaria
900048800,Primaria
900048900,Nivel inicial
900048900,Primaria
900049000,Secundaria
900049200,Nivel inicial
900049200,Primaria
900049200,Secundaria
900049300,Nivel inicial
900049300,Primaria
900049300,Secundaria
900049400,Nivel inicial
900049400,Primaria
900049500,Nivel inicial
900049500,Primaria
900049700,Secundaria
900049800,Nivel inicial
900049800,Primaria
900049900,Nivel inicial
900049900,Primaria
900049900,Secundaria
900050000,Nivel inicial
900050000,Primaria
900050100,Nivel inicial
900050100,Primaria
900050300,Secundaria
900050500,Nivel inicial
900050500,Primaria
900050600,Secundaria
900050700,No Universitario
900050800,Nivel inicial
900050800,Primaria
900050900,Nivel inicial
900050900,Primaria
900051100,Nivel inicial
900051100,Primaria
900051200,Nivel inicial
900051200,Primaria
900051300,Nivel inicial
900051300,Primaria
900051400,Primaria
900051500,Nivel inicial
900051500,Primaria
900051700,Secundaria
900051800,Nivel inicial
900051800,Primaria
900051900,No Universitario
900052000,Primaria
900052100,Nivel inicial
900052100,Primaria
900052200,Nivel inicial
900052200,Primaria
900052300,Nivel inicial
900052300,Primaria
900052400,Nivel inicial
900052400,Primaria
900052500,Nivel inicial
900052500,Primaria
900052500,Secundaria
900052600,Nivel inicial
900052600,Primaria
900052800,Nivel inicial
900052800,Primaria
900052900,Nivel inicial
900052900,Primaria
900052900,Secundaria
900052900,No Universitario
900053000,Secundaria
900053100,Secundaria
900053200,Primaria
900053300,Nivel inicial
900053300,Primaria
900053500,Primaria
900053700,Nivel inicial
900053700,Primaria
900053800,Secundaria
900053900,Primaria
900054000,Nivel inicial
900054000,Primaria
900054100,Secundaria
900054200,Secundaria
900054400,Nivel inicial
900054400,Primaria
900054500,No Universitario
900054700,Primaria
900054800,Secundaria
900054900,Secundaria
900055000,Primaria
900055100,Primaria
900055200,Secundaria
900055300,Nivel inicial
900055300,Primaria
900055500,No Universitario
900055600,Primaria
900055700,Secundaria
900055800,Secundaria
900056000,Secundaria
900056000,No Universitario
900056100,Secundaria
900056100,No Universitario
900056200,Nivel inicial
900056200,Primaria
900056400,No Universitario
900056500,Nivel inicial
900056500,Primaria
900056501,Nivel inicial
900056501,Primaria
900056600,Secundaria
900056700,Nivel inicial
900056700,Primaria
900056800,Secundaria
900056800,No Universitario
900057000,Secundaria
900057100,Nivel inicial
900057100,Primaria
900057200,Primaria
900057300,Secundaria
900057700,Secundaria
900057700,No Universitario
900057900,Nivel inicial
900057900,Primaria
900058100,Nivel inicial
900058100,Primaria
900058200,Nivel inicial
900058200,Primaria
900058300,Secundaria
900058400,Secundaria
900058600,No Universitario
900058700,Nivel inicial
900058700,Primaria
900058900,Nivel inicial
900058900,Primaria
900059000,Primaria
900059100,Nivel inicial
900059100,Primaria
900059400,Secundaria
900059500,Primaria
900059600,Nivel inicial
900059600,Primaria
900059800,Nivel inicial
900059800,Primaria
900059900,Primaria
900060000,Nivel inicial
900060000,Primaria
900060100,Secundaria
900060200,Secundaria
900060300,Primaria
900060600,Nivel inicial
900060600,Primaria
900060600,Secundaria
900060700,No Universitario
900060800,Nivel inicial
900060800,Primaria
900060900,Primaria
900061000,Primaria
900061100,Nivel inicial
900061100,Primaria
900061200,Nivel inicial
900061200,Primaria
900061300,Nivel inicial
900061300,Primaria
900061300,Secundaria
900061400,Secundaria
900061600,No Universitario
900061700,Secundaria
900061700,No Universitario
900061800,Secundaria
900061900,Nivel inicial
900061900,Primaria
900062000,Nivel inicial
900062000,Primaria
900062300,Nivel inicial
900062300,Primaria
900062400,Secundaria
900062700,Nivel inicial
900062700,Primaria
900062800,Secundaria
900063100,Nivel inicial
900063100,Primaria
900063200,Primaria
900063400,Secundaria
900063500,Nivel inicial
900063500,Primaria
900063600,Nivel inicial
900063600,Primaria
900063600,Secundaria
900063700,Nivel inicial
900063700,Primaria
900063700,Secundaria
900063800,Nivel inicial
900063800,Primaria
900063900,Nivel inicial
900063900,Primaria
900064000,Nivel inicial
900064000,Primaria
900064200,Nivel inicial
900064200,Primaria
900064200,Secundaria
900064300,Nivel inicial
900064300,Primaria
900064400,Nivel inicial
900064400,Primaria
900064500,Nivel inicial
900064500,Primaria
900064600,Nivel inicial
900064600,Primaria
900064800,Primaria
900064900,Nivel inicial
900064900,Primaria
900065000,Nivel inicial
900065000,Primaria
900065100,Secundaria
900065200,Nivel inicial
900065200,Primaria
900065300,Nivel inicial
900065300,Primaria
900065400,Secundaria
900065400,No Universitario
900065500,Secundaria
900065600,Nivel inicial
900065600,Primaria
900065700,Nivel inicial
900065700,Primaria
900065700,Secundaria
900065900,Nivel inicial
900065900,Primaria
900066000,Nivel inicial
900066000,Primaria
900066000,Secundaria
900066100,Nivel inicial
900066100,Primaria
900066200,Nivel inicial
900066200,Primaria
900066300,Nivel inicial
900066300,Primaria
900066400,Primaria
900066400,Secundaria
900066400,No Universitario
900066500,Nivel inicial
900066500,Primaria
900066600,Nivel inicial
900066600,Primaria
900066600,Secundaria
900066700,Secundaria
900066800,Secundaria
900066900,Nivel inicial
900066900,Primaria
900067000,Nivel inicial
900067000,Primaria
900067000,Secundaria
900067100,Nivel inicial
900067100,Primaria
900067200,Nivel inicial
900067200,Primaria
900067300,Nivel inicial
900067300,Primaria
900067400,Nivel inicial
900067400,Primaria
900067500,Nivel inicial
900067500,Primaria
900067800,Nivel inicial
900067800,Primaria
900067900,Nivel inicial
900067900,Primaria
900067900,Secundaria
900068000,Primaria
900068100,Nivel inicial
900068100,Primaria
900068300,Nivel inicial
900068300,Primaria
900068400,Primaria
900068500,Nivel inicial
900068500,Primaria
900068600,Nivel inicial
900068600,Primaria
900068700,Nivel inicial
900068700,Primaria
900068800,Nivel inicial
900068800,Primaria
900068800,Secundaria
900068900,Nivel inicial
900068900,Primaria
900069000,Secundaria
900069100,Primaria
900069500,Nivel inicial
900069500,Primaria
900069600,Nivel inicial
900069600,Primaria
900069700,Nivel inicial
900069700,Primaria
900069800,Primaria
900069900,Secundaria
900070000,Primaria
900070200,Secundaria
900070300,Nivel inicial
900070300,Primaria
900070400,Nivel inicial
900070400,Primaria
900070500,Secundaria
900070600,Primaria
900070800,Nivel inicial
900070800,Primaria
900071100,Nivel inicial
900071100,Primaria
900071300,Nivel inicial
900071300,Primaria
900071300,Secundaria
900071400,Nivel inicial
900071400,Primaria
900071600,No Universitario
900071900,Nivel inicial
900071900,Primaria
900072000,Nivel inicial
900072000,Primaria
900072100,Primaria
900072300,Nivel inicial
900072300,Primaria
900072400,Secundaria
900072500,Primaria
900072500,Secundaria
900072600,Secundaria
900072600,No Universitario
900072700,Nivel inicial
900072700,Primaria
900072900,Primaria
900073000,Primaria
900073100,Nivel inicial
900073100,Primaria
900073200,Nivel inicial
900073200,Primaria
900073300,Nivel inicial
900073300,Primaria
900073400,Primaria
900073500,Primaria
900073600,Primaria
900073800,Secundaria
900073900,Primaria
900074000,Primaria
900074100,Primaria
900074200,Secundaria
900074300,Primaria
900074400,Nivel inicial
900074400,Primaria
900074600,Nivel inicial
900074600,Primaria
900074800,Nivel inicial
900074800,Primaria
900074800,Secundaria
900074900,Nivel inicial
900074900,Primaria
900074900,Secundaria
900075000,Nivel inicial
900075000,Primaria
900075000,Secundaria
900075100,Nivel inicial
900075100,Primaria
900075200,Nivel inicial
900075200,Primaria
900075500,Secundaria
900075600,Nivel inicial
900075600,Primaria
900075700,Nivel inicial
900075700,Primaria
900075700,Secundaria
900075800,Primaria
900075800,Secundaria
900075900,Primaria
900076100,Secundaria
900076100,No Universitario
900076200,Primaria
900076300,Nivel inicial
900076300,Primaria
900076600,Nivel inicial
900076600,Primaria
900076700,Nivel inicial
900076700,Primaria
900076700,Secundaria
900076800,Nivel inicial
900076800,Primaria
900076900,Nivel inicial
900076900,Primaria
900077000,Primaria
900077100,Nivel inicial
900077100,Primaria
900077200,Primaria
900077300,Nivel inicial
900077300,Primaria
900077400,Nivel inicial
900077400,Primaria
900077600,Secundaria
900077700,Nivel inicial
900077700,Primaria
900077800,Nivel inicial
900077800,Primaria
900077900,Nivel inicial
900077900,Primaria
900078000,Nivel inicial
900078000,Primaria
900078000,Secundaria
900078100,Nivel inicial
900078100,Primaria
900078200,Nivel inicial
900078200,Primaria
900078300,Nivel inicial
900078300,Primaria
900078300,Secundaria
900078400,Nivel inicial
900078400,Primaria
900078500,Nivel inicial
900078500,Primaria
900078600,Secundaria
900078700,Nivel inicial
900078700,Primaria
900078700,Secundaria
900078800,Nivel inicial
900078800,Primaria
900078900,Nivel inicial
900078900,Primaria
900079100,Primaria
900079200,Nivel inicial
900079200,Primaria
900079200,Secundaria
900079300,Nivel inicial
900079300,Primaria
900079300,Secundaria
900079400,Nivel inicial
900079400,Primaria
900079500,Secundaria
900079600,Nivel inicial
900079600,Primaria
900079700,Nivel inicial
900079700,Primaria
900079800,Nivel inicial
900079800,Primaria
900079800,Secundaria
900079900,Nivel inicial
900079900,Primaria
900080000,Nivel inicial
900080000,Primaria
900080000,Secundaria
900080100,Nivel inicial
900080100,Primaria
900080200,Nivel inicial
900080200,Primaria
900080300,Primaria
900080400,Nivel inicial
900080400,Primaria
900080500,Secundaria
900080600,Nivel inicial
900080600,Primaria
900080700,Nivel inicial
900080700,Primaria
900080800,Nivel inicial
900080800,Primaria
900080900,Secundaria
900081000,Nivel inicial
900081000,Primaria
900081100,Nivel inicial
900081100,Primaria
900081100,Secundaria
900081200,Nivel inicial
900081200,Primaria
900081300,Nivel inicial
900081300,Primaria
900081300,Secundaria
900081400,Nivel inicial
900081400,Primaria
900081400,Secundaria
900081500,Nivel inicial
900081500,Primaria
900081600,Nivel inicial
900081600,Primaria
900081600,Secundaria
900081700,Primaria
900082000,Nivel inicial
900082000,Primaria
900082100,Secundaria
900082300,Secundaria
900082400,Nivel inicial
900082400,Primaria
900082500,Primaria
900082600,Nivel inicial
900082600,Primaria
900082700,Nivel inicial
900082700,Primaria
900082800,No Universitario
900083000,Nivel inicial
900083000,Primaria
900083000,Secundaria
900083100,Primaria
900083200,Secundaria
900083300,Nivel inicial
900083300,Primaria
900083400,Secundaria
900083500,Secundaria
900083600,Primaria
900083700,Nivel inicial
900083700,Primaria
900083800,Nivel inicial
900083800,Primaria
900083900,Nivel inicial
900083900,Primaria
900084000,Nivel inicial
900084000,Primaria
900084000,Secundaria
900084100,Nivel inicial
900084100,Primaria
900084200,Nivel inicial
900084200,Primaria
900084300,Nivel inicial
900084300,Primaria
900084400,Nivel inicial
900084400,Primaria
900084500,Nivel inicial
900084500,Primaria
900084600,Nivel inicial
900084600,Primaria
900084700,Nivel inicial
900084700,Primaria
900084800,Nivel inicial
900084800,Primaria
900084900,Nivel inicial
900084900,Primaria
900085000,Nivel inicial
900085000,Primaria
900085100,Primaria
900085200,Nivel inicial
900085200,Primaria
900085300,Nivel inicial
900085300,Primaria
900085300,Secundaria
900085400,Nivel inicial
900085400,Primaria
900085500,Nivel inicial
900085500,Primaria
900085700,Primaria
900085800,Nivel inicial
900085800,Primaria
900085900,Nivel inicial
900085900,Primaria
900086000,Primaria
900086100,Nivel inicial
900086100,Primaria
900086100,Secundaria
900086200,Nivel inicial
900086200,Primaria
900086200,Secundaria
900086300,Nivel inicial
900086300,Primaria
900086400,Secundaria
900086600,Primaria
900086700,Primaria
900086800,Secundaria
900086900,Nivel inicial
900086900,Primaria
900087000,Nivel inicial
900087000,Primaria
900087100,Nivel inicial
900087100,Primaria
900087200,Nivel inicial
900087200,Primaria
900087200,Secundaria
900087300,Secundaria
900087400,Primaria
900087500,Nivel inicial
900087500,Primaria
900087600,Nivel inicial
900087600,Primaria
900087900,Nivel inicial
900087900,Primaria
900087900,Secundaria
900088000,Primaria
900088200,Secundaria
900088300,No Universitario
900088400,Nivel inicial
900088400,Primaria
900088700,Primaria
900088800,Nivel inicial
900088800,Primaria
900088900,Nivel inicial
900088900,Primaria
900089000,Primaria
900089100,Secundaria
900089200,Nivel inicial
900089200,Primaria
900089300,Primaria
900089400,Secundaria
900089500,Secundaria
900089600,Secundaria
900089600,No Universitario
900089700,Nivel inicial
900089700,Primaria
900089800,Primaria
900089900,Secundaria
900090000,Primaria
900090100,Primaria
900090300,Nivel inicial
900090300,Primaria
900090400,Nivel inicial
900090500,Nivel inicial
900090500,Primaria
900090500,Secundaria
900090600,Nivel inicial
900090600,Primaria
900090700,Nivel inicial
900090700,Primaria
900090800,Primaria
900090900,Nivel inicial
900090900,Primaria
900090900,Secundaria
900091000,Nivel inicial
900091000,Primaria
900091100,Nivel inicial
900091100,Primaria
900091100,Secundaria
900091200,Nivel inicial
900091200,Primaria
900091200,Secundaria
900091300,Nivel inicial
900091300,Primaria
900091400,Nivel inicial
900091400,Primaria
900091500,Nivel inicial
900091500,Primaria
900091500,Secundaria
900091600,Nivel inicial
900091600,Primaria
900091600,Secundaria
900091700,Nivel inicial
900091700,Primaria
900091800,Nivel inicial
900091800,Primaria
900092000,Secundaria
900092100,Nivel inicial
900092100,Primaria
900092200,Nivel inicial
900092200,Primaria
900092300,Secundaria
900092400,Primaria
900092400,Secundaria
900092500,Secundaria
900092600,Nivel inicial
900092600,Primaria
900092700,Nivel inicial
900092700,Primaria
900092800,Nivel inicial
900092800,Primaria
900092900,Nivel inicial
900092900,Primaria
900093100,Secundaria
900093200,Nivel inicial
900093200,Primaria
900093400,Nivel inicial
900093400,Primaria
900093500,Nivel inicial
900093500,Primaria
900093600,Secundaria
900093700,Nivel inicial
900093700,Primaria
900093800,Nivel inicial
900093800,Primaria
900093900,Primaria
900094100,Secundaria
900094200,Nivel inicial
900094200,Primaria
900094300,Nivel inicial
900094300,Primaria
900094400,Nivel inicial
900094400,Primaria
900094500,Nivel inicial
900094500,Primaria
900094600,Nivel inicial
900094600,Primaria
900094700,Nivel inicial
900094700,Primaria
900094800,Nivel inicial
900094800,Primaria
900094900,Secundaria
900095100,Nivel inicial
